SKU,QTY,Cost
STDES3380T,2.0,8.08
STDES3453,1.0,6.0
STDES3495,1.0,5.514966
STDES800986,2.0,8.71
STDES80646,1.0,4.5
STDEV128,2.0,5.08
STDEV456,2.0,7.829758
STDEV463,1.0,6.62
STDEV80211,2.0,6.59
STDK200182,1.0,9.87
STDK200217,1.0,6.97
STDK3171,4.0,2.874368
STDK6663,1.0,7.6
STDK7025,2.0,7.925763
STDK7147,1.0,3.8
STDK7342,1.0,5.46
STDK7411,1.0,8.096439
STDK7422,2.0,21.49
STDK7424,1.0,35.952051
STDK750579,2.0,9.96
STDK80670,1.0,26.8
STDK80771,1.0,7.925763
STDK8413,1.0,6.61
STDK8702,1.0,4.98
STDMS251143,2.0,16.42
STDSG121,1.0,42.02067
STDSG241,1.0,45.68
STDSG314048,2.0,8.99
STDSS598,2.0,22.0
STDTX81,1.0,6.34
STDUF395,2.0,16.87
STDUF97T,1.0,10.61
STK10-ECO006,10.0,1.216368
STK10-ECO023,4.0,1.24
STK10-ECO122,4.0,1.728824
STK104590,4.0,17.689575
STK12569224,1.0,23.876129
STK13581561,4.0,8.204629
STK14130,4.0,2.487038
STK14197,4.0,2.449168
STK14240,4.0,2.332574
STK14349,4.0,1.967437
STK14698,5.0,2.637202
STK15124,2.0,17.425784
STK171698471EUR,6.0,6.72
STK18899487SET,1.0,5.729019
STK20-00-008,1.0,2.628224
STK20955857,4.0,15.74
STK20968395,2.0,17.288588
STK23660063,1.0,10.98518
STK2927,4.0,9.285349
STK2928,10.0,13.99
STK30-00-001,4.0,3.924408
STK30-00-007,1.0,4.1
STK30-00-012,8.0,5.609288
STK30-09-907,6.0,3.139527
STK32290,2.0,12.389906
STK37203,8.0,15.734358
STK38006,2.0,3.422802
STK38018,1.0,2.39
STK38042,4.0,6.809556
STK38082,2.0,2.563061
STK38177,2.0,10.904622
STK390554,7.0,3.495849
STK41105,2.0,1.27
STK4291,4.0,3.0
STK4578136AD,20.0,1.57
STK4591986AA,1.0,8.671793
STK4726067AA,5.0,3.46
STK4743044AA,2.0,2.66
STK4801227AAP,1.0,10.581466
STK4801516AA,1.0,47.31
STK4801835AB,1.0,161.01
STK4801835ACP,2.0,9.951029
STK4801849AC,1.0,48.415083
STK48023,1.0,6.165724
STK4809168AD,1.0,43.776382
STK4861513AA,4.0,11.902814
STK4861630AB,2.0,15.705233
STK4864835AB,2.0,66.264371
STK4868860AA,2.0,60.243397
STK4891595AA,2.0,14.25364
STK4891596AC,3.0,3.663461
STK4891661AA,2.0,5.092461
STK4891705AA,5.0,9.495424
STK4891767AB,5.0,9.188348
STK4894554AC,14.0,3.948333
STK4897159AA,2.0,31.854198
STK5003734AA,2.0,5.374216
STK5005420AA,2.0,127.28
STK5011974AB,2.0,21.867567
STK5011975AA,2.0,20.66855
STK5012749AA,2.0,25.022027
STK5065600AE,6.0,2.783504
STK5066025AB,2.0,3.04
STK5066840AA,22.0,1.843367
STK5080047AB,4.0,2.324132
STK5080146AA,5.0,7.09
STK5080172AA,2.0,0.805812
STK5080243-RUL,6.0,2.82
STK5080319AA,2.0,3.573081
STK5080422AA,8.0,4.08
STK5085224AE-CV,2.0,12.929425
STK5086581AA,2.0,27.361543
STK5093274AA,1.0,23.244883
STK5105271AA,1.0,11.662872
STK5115,6.0,16.794291
STK512302,4.0,24.27968
STK512333,2.0,24.640371
STK512358,2.0,30.045269
STK513123,6.0,23.52
STK513178,6.0,25.315921
STK513188,8.0,33.696152
STK513272,4.0,37.180009
STK513276,2.0,27.366207
STK513288,2.0,21.359246
STK5137670AA,2.0,34.22
STK5142799AA,1.0,100.03
STK5146187AD,1.0,10.42
STK5154876AA,4.0,10.737997
STK5160017AB,6.0,2.79113
STK5175514AB,2.0,10.92
STK5178293AC,4.0,2.765373
STK5179566ABT,1.0,71.705438
STK52004781,1.0,57.530201
STK52088355AB,2.0,22.44
STK52088521,4.0,14.828783
STK52089301AC,1.0,48.34
STK52089692AC,2.0,12.428527
STK53004,4.0,11.48064
STK53013009AA,1.0,33.53
STK53013673AA,2.0,21.054608
STK53013733AB,3.0,23.465462
STK53024,4.0,18.55
STK53026,4.0,27.29
STK53027,4.0,24.67
STK53036,4.0,9.852553
STK53040,4.0,13.912918
STK53041,2.0,19.141007
STK53050,6.0,11.774746
STK53051,6.0,13.518375
STK53054,2.0,17.824928
STK53068,4.0,24.55
STK5360,2.0,13.23
STK5383,4.0,14.62
STK54123,2.0,17.354022
STK54218,1.0,1.281462
STK55034,5.0,17.518558
STK55075705AB,4.0,3.5405
STK55098,4.0,14.400812
STK55116835AE,2.0,125.101288
STK55136760AA,8.0,3.67
STK55136764AA,4.0,2.243605
STK55360034AA,1.0,31.516967
STK55360915AA,8.0,3.071029
STK55369303AA,2.0,3.692546
STK56029398AA,8.0,9.172691
STK5703,2.0,28.185452
STK5733,2.0,36.022901
STK5HX08SZ0AB,7.0,4.51
STK60426000,2.0,27.445026
STK60426001,2.0,31.0661
STK6503,4.0,3.411619
STK68000800AA,1.0,1.951414
STK68000913AA,4.0,1.69053
STK68001558AB,1.0,14.324907
STK68004313AA,4.0,0.31
STK68013182AC,6.0,49.198298
STK68027359AA,1.0,15.017402
STK68027647AA,3.0,3.486198
STK68029912AE,1.0,61.043956
STK68031593AA,4.0,3.98
STK68040206AAP,3.0,3.084362
STK68048194AB,2.0,31.823281
STK68059644AA,1.0,45.281902
STK68091825AB,2.0,40.186614
STK68092635AA,12.0,1.805319
STK68093214AA,2.0,4.572241
STK68093398AA,1.0,23.058246
STK68093401AA,1.0,3.931476
STK68122824AA,2.0,1.46
STK68144160AA,2.0,33.391542
STK68147404AA,6.0,2.291854
STK68211202AB,2.0,35.705507
STK682151R,4.0,15.371302
STK68249842AA,2.0,9.48137
STK68329323AA,2.0,1.220938
STK68349583AA,2.0,3.975876
STK700070,3.0,29.698729
STK71377,6.0,19.38
STK71572,1.0,25.58
STK71577,6.0,15.818891
STK71592,4.0,25.31621
STK71964,4.0,21.601394
STK72248R,3.0,18.821544
STK72401,6.0,15.816683
STK7570,2.0,6.791843
STK7698,8.0,5.999431
STK7698K,8.0,5.061155
STK7710,8.0,3.792412
STK7710SET,10.0,4.264538
STK7859,6.0,2.421785
STK7859SET,12.0,6.668202
STK7PK2035,2.0,7.091861
STK7PK2265,2.0,7.419549
STK80002,9.0,27.68
STK80021,2.0,20.272521
STK8194205,10.0,3.297577
STK8A5Z15K859LA,1.0,3.339319
STK900028,1.0,2.85
STK900948,4.0,23.154545
STK900952,2.0,17.15228
STK905911,14.0,13.557207
STK907994,2.0,8.39
STK917505,1.0,2.246592
STK92-00-002,2.0,46.103469
STK932301,19.0,15.28
STK940140,10.0,1.693325
STK940246,5.0,4.447658
STKA5420,3.0,13.03
STKALS104,2.0,3.106083
STKALS1133,2.0,7.78
STKALS1134,4.0,8.448599
STKALS1916,3.0,5.745334
STKALS1918,2.0,5.76658
STKALS1932,2.0,3.46
STKALS2059,2.0,6.06
STKALS2064,2.0,7.81058
STKALS2084,3.0,7.121568
STKALS2085,2.0,5.95
STKALS2088,2.0,8.129154
STKALS210,10.0,7.26
STKALS2113,2.0,8.13
STKALS252,5.0,7.54
STKALS55,4.0,7.472073
STKALS72,3.0,8.609181
STKALS77,2.0,7.472073
STKAS201,4.0,8.476723
STKAS305,2.0,6.509285
STKAS356,1.0,6.494537
STKAS60,3.0,2.993015
STKAW1594,1.0,14.4
STKAW4126,3.0,11.625003
STKAW7136,1.0,21.058579
STKAW7156,5.0,10.644079
STKAX129,1.0,3.303289
STKAX54,3.0,1.575741
STKB1019,2.0,5.853505
STKB538,1.0,9.446789
STKB643,1.0,5.059984
STKB701,3.0,6.0
STKB761,14.0,6.43
STKB777,4.0,6.50275
STKB807,9.0,5.06096
STKB843,1.0,6.015464
STKB866,4.0,5.90642
STKBC95101,5.0,5.556935
STKBH382309,2.0,6.572076
STKBH382366,2.0,9.565695
STKBH382367,4.0,9.324394
STKBH382902,1.0,15.360866
STKCA3660,3.0,1.629064
STKCA8747,4.0,2.389295
STKCF10133,9.0,0.955718
STKCF10729,1.0,1.340565
STKCF10729O,1.0,2.333715
STKCF9597OG,1.0,3.225892
STKCH1550111,1.0,23.871224
STKCH8765,3.0,1.74
STKCH903EUR,4.0,12.35
STKD1019,1.0,10.815441
STKD1020,2.0,8.183699
STKD1037,2.0,5.723011
STKD1047,1.0,10.459725
STKD1053,1.0,8.849195
STKD1057,4.0,8.13
STKD1059,2.0,8.089514
STKD1087,6.0,8.355111
STKD1164,1.0,9.297916
STKD1258,1.0,7.137794
STKD1259,1.0,6.668202
STKD1264,1.0,6.488355
STKD1273,3.0,8.51
STKD1274,1.0,8.151624
STKD1275,2.0,5.619753
STKD1337,2.0,6.122077
STKD1405,1.0,11.340263
STKD1467,3.0,6.812773
STKD1474,1.0,11.604133
STKD1596,1.0,11.227066
STKD1665,2.0,6.616025
STKD1709,1.0,55.2
STKD1811,1.0,8.308496
STKD1818,1.0,10.007521
STKD203,1.0,9.470295
STKD477,3.0,9.16515
STKD508,1.0,8.141319
STKD650,2.0,7.24382
STKD699,2.0,8.25
STKD715,7.0,6.353351
STKD785,1.0,12.170756
STKD790,3.0,8.466053
STKD791,2.0,7.780723
STKD8000E,8.0,2.447383
STKD856,3.0,9.831415
STKD858,7.0,8.119299
STKD866,2.0,7.594477
STKD868,3.0,6.130267
STKD882,1.0,12.314119
STKD945,3.0,10.91388
STKDS1310,5.0,14.2125
STKE7172M,1.0,50.51
STKE8229,1.0,6.258123
STKE8229S,1.0,5.468134
STKES3173,4.0,3.140633
STKES3474,1.0,5.536032
STKES3537,6.0,3.579332
STKES3571,6.0,3.725127
STKES800403,4.0,8.13
STKES800408,4.0,4.04008
STKES800413,2.0,5.619753
STKES800594,2.0,7.537138
STKES80643,1.0,3.359556
STKEV404,4.0,4.432599
STKEV80645,10.0,2.85703
STKEV80702,9.0,2.68897
STKFA1912A,2.0,3.735863
STKFO-ECO120,4.0,1.585623
STKFT1214,6.0,3.886667
STKFT1214S,2.0,9.63202
STKG63424,6.0,15.840094
STKG63829,6.0,12.51
STKG63847,1.0,13.995446
STKG69473,4.0,8.790674
STKH5025,4.0,1.59
STKH5066/16122,8.0,1.872479
STKK050370,3.0,2.34418
STKK050404,1.0,2.176738
STKK060465,1.0,2.993015
STKK060490,2.0,3.181387
STKK060560,4.0,4.022761
STKK060630,2.0,4.395337
STKK060663,2.0,5.042404
STKK060690,2.0,4.50808
STKK060695,4.0,4.31177
STKK060750,1.0,5.426393
STKK060795,2.0,5.381994
STKK060806,3.0,4.646499
STKK060820,2.0,5.144638
STKK060870,2.0,5.76
STKK060875,2.0,5.272902
STKK060882,1.0,5.42484
STKK060888,2.0,5.012777
STKK060891,2.0,5.169754
STKK060950,1.0,6.312931
STKK060966,1.0,5.295335
STKK061025,1.0,7.059365
STKK201354,8.0,2.81
STKK3134,1.0,5.85
STKK3167A,6.0,3.928417
STKK3185,5.0,4.424966
STKK3196,6.0,5.353345
STKK3199,6.0,5.175944
STKK3202,1.0,4.14
STKK620177,2.0,13.865
STKK620178,2.0,13.865
STKK620244,4.0,13.655652
STKK620257,2.0,17.601306
STKK621374,1.0,78.01
STKK621375,1.0,63.033006
STKK660205,3.0,15.486091
STKK7147,2.0,3.170922
STKK7258,11.0,3.495849
STKK7301,4.0,2.699993
STKK7399,3.0,5.221543
STKK7471,2.0,2.846504
STKK750382,4.0,3.987199
STKK80258,12.0,2.411381
STKK80262,4.0,4.466339
STKK80263,4.0,3.328883
STKK80264,4.0,4.033455
STKK80363,6.0,0.761782
STKK80468,4.0,4.99
STKK80629,2.0,3.756967
STKK80861,4.0,3.642879
STKK80996,4.0,5.175944
STKK90460,4.0,3.09
STKL2700,12.0,1.940403
STKLP043,4.0,1.86
STKLP107,8.0,2.17
STKMAS0327,1.0,20.480663
STKMAS0519,5.0,20.06
STKML5944,1.0,29.46
STKOJ1680,3.0,13.96
STKOJ1688,1.0,16.07
STKPA1056,6.0,12.6
STKPC160,3.0,5.49
STKPC553,1.0,6.812773
STKPC644,2.0,2.53
STKPC655,2.0,4.426732
STKPC738,1.0,5.745167
STKPC762,1.0,6.048821
STKPH16,5.0,1.357554
STKPH2,12.0,2.191902
STKPH3614,4.0,1.793151
STKPR68018733,1.0,27.330098
STKPS317,5.0,15.96
STKPS533,2.0,1.18
STKPST1001,1.0,9.537929
STKRU362,2.0,5.031314
STKSC2928,3.0,15.715669
STKSG1815,2.0,12.62659
STKSG1849,5.0,12.08
STKSG1850,2.0,12.3
STKSG314049,9.0,2.522086
STKSG414043,8.0,2.0675
STKSG414049,10.0,2.43
STKSK2451111,2.0,12.894147
STKSKFH2540026EUR,2.0,34.22
STKSKJK0200112,1.0,30.0
STKSKRBS1200009,8.0,25.965364
STKSKWIB0940031,4.0,5.106963
STKSKWIB0940033,2.0,5.958597
STKSKWIB0940082,4.0,4.248826
STKSKWIB0940086,2.0,5.520311
STKSKWIB0940200,2.0,5.159289
STKSKWIB0940214,4.0,4.426732
STKSKWIB0940318,6.0,1.936041
STKT41002,3.0,5.12
STKT42201,4.0,3.909755
STKT43174,3.0,12.0
STKTCP01,1.0,63.328225
STKTH190,1.0,6.11
STKTH213,3.0,6.06012
STKTPM112,4.0,9.757072
STKTPM97A,4.0,9.988476
STKTS604,2.0,1.368414
STKUF198,1.0,6.53
STKUF97,4.0,7.76
STKWC370027,4.0,3.014587
STKWC37862,1.0,3.730579
STM6838,1.0,32.44
STM6862,2.0,13.33
STM6880,1.0,18.28
STM6906,1.0,18.28
STM6916,1.0,21.89374
STM6922,2.0,27.228398
STM7862,1.0,24.75
STM9896,1.0,13.5
STMDS1755,1.0,15.0
SUB20414XC00BEUR,2.0,7.163212
SUB57707FJ110,1.0,11.0
SUM480998,1.0,88.53
SUR601417,3.0,57.48
SUR603553,2.0,70.29
SUR663251,2.0,68.02
SUR663351,1.0,56.44599
SUR663554,3.0,63.38
SURCH8040,2.0,57.47
SURCH8100,1.0,59.35
SURFD8123,1.0,74.57
SWA20927844EUR,1.0,6.0
SWA551018310,1.0,77.39
SWAMESB3716EUR,4.0,7.34
T&JAW6038,3.0,25.16
T&JAW9399,1.0,34.69
TEC130072,3.0,12.55
TEC5166925AB,1.0,20.27
TEC98008,1.0,38.35
TECAW1594,1.0,14.91
TECAW3412,1.0,29.18
TECAW7136,1.0,24.65
TECAW7160,2.0,42.98
TENCHBJ17289,2.0,22.79
TENEV800398,2.0,18.4
TER125-3280,1.0,19.8138
TER5080488AB,5.0,20.67
TER5086581AA,11.0,17.4071
TER5093911AB,8.0,17.4071
TER68027359AA,16.0,11.93
TER68211202AB,9.0,37.4
TERAW3412,2.0,15.43
TERAW4095,3.0,13.99
TERAW4101,1.0,17.7116
TERAW5033,4.0,10.8057
TERAW5049,5.0,25.72
TERAW5072,4.0,9.67
TERAW5097,4.0,11.1103
TERAW5104,10.0,48.77
TERAW6009,2.0,55.56
TERAW6010,8.0,11.8568
TERAW6020,3.0,9.3028
TERAW6169,6.0,26.5625
TERAW6189,1.0,15.77
TERAW6341,3.0,38.5667
TERAW6698,4.0,35.43
TERAW6699,5.0,39.37
TERAW7121,2.0,12.35
TERAW7151,1.0,8.18
TERAW7156,1.0,8.81
TERAW7160,3.0,26.34
TERAW7161,3.0,12.76
TERAW7162,4.0,9.0081
TERAW7163,6.0,16.9552
TERAW7164,3.0,15.64
TERAW7165,4.0,8.8509
TERAW7167,3.0,9.7
TERAW7168,12.0,36.3171
TERAW7170,3.0,30.87
TERPA1056,5.0,10.4914
TGH94479,1.0,16.1
TIM100712V,2.0,11.721924
TIM3655S,1.0,7.78
TIM4813V,2.0,4.86
TIM4934,1.0,5.34
TIM512493,3.0,134.38
TIM513058,1.0,33.91
TIM513067,3.0,16.13
TIM515036,1.0,106.664327
TIM515151,1.0,60.0
TIM5707,4.0,12.46
TIM614007,1.0,27.67
TIM6410,3.0,15.92
TIM710469,1.0,3.66
TIM710481,2.0,11.81
TIM710489,1.0,6.74
TIM710498,2.0,7.4
TIM710506,1.0,8.97
TIM710564,1.0,20.21
TIM710634,2.0,3.24
TIM710663,1.0,10.31
TIM8126500,2.0,13.58
TIM9845,2.0,6.18
TIMHA590079,1.0,122.46
TIMJRM424990UD6,1.0,50.75
TIMOR500,19.0,4.080232
TIMSCE1295,1.0,10.5876
TIMSET10,9.0,13.377261
TIMSET3,4.0,7.15
TIMSET309,4.0,11.0
TIMSET31,4.0,23.148563
TIMSET5,1.0,8.25
TIMSL260002,1.0,18.54
TPO104412100E,10.0,30.5426
TPO5013634AB,185.0,2.6205
TPO510018,40.0,4.6128
TPO510057,5.0,3.92
TPO510090,1.0,6.24
TPO510116,1.0,8.7
TPO512029,1.0,10.4
TPO512243,5.0,22.8382
TPO512301,1.0,21.0
TPO512302,2.0,20.21
TPO512493,17.0,26.7935
TPO512513,9.0,21.9059
TPO512514,8.0,21.9059
TPO512568,10.0,21.5231
TPO513067,24.0,3.9258
TPO513123,17.0,17.9506
TPO513158,1.0,16.33
TPO513159,3.0,19.1578
TPO513179,8.0,22.8971
TPO513224,4.0,13.3771
TPO513225,3.0,24.16
TPO513234,4.0,25.1643
TPO513273,12.0,25.812
TPO513279,1.0,29.5
TPO513289,5.0,23.8393
TPO513369,8.0,30.6702
TPO513423,6.0,26.7444
TPO515029,1.0,23.33
TPO515065,14.0,32.5
TPO515073,7.0,27.6571
TPO515097,6.0,33.95
TPO515113,3.0,33.3004
TPO515118,2.0,49.95
TPO515150,6.0,31.5829
TPO515151,25.0,32.1718
TPO515178,9.0,47.551
TPO515179,10.0,51.2511
TPO5707,26.0,2.1788
TPO6007040,6.0,32.7312
TPO6410,26.0,2.7284
TPOA49,136.0,4.0043
TPOHA590125,9.0,17.88
TPOHA590317,5.0,24.3595
TPOHA590344,1.0,21.0
TPOHA590683,10.0,30.5426
TPOT42121,9.0,5.34
TRC4782936AA,1.0,30.75
TRC4782937AA,2.0,19.6
TRC52089630AC,1.0,23.83
TRC52113258AC,1.0,38.511525
TRC52113261AD,2.0,21.19258
TRC6421800010EUR,1.0,4.59
TRCK200200,4.0,5.92
TRCK622225,2.0,36.96
TRCK642211,2.0,33.022884
TRCK660156,2.0,26.54707
TRCK660205,4.0,27.010071
TRI20,4.0,5.33
TRI22,4.0,5.9
TRI22W,2.0,6.95
TRI4919,1.0,7.26
TRLLW5048IC,6.0,14.0
TRLTM333560020,1.0,80.37
TRLTM333560030,1.0,62.97
TRLTM73265005,4.0,29.68
TRM104416400A,2.0,86.06
TRM153667000B,2.0,87.3
TRM601009,2.0,56.14
TRM603423,1.0,61.95
TRM603424,1.0,57.92
TRM603518,1.0,81.72
TRM603520,1.0,61.7
TRM603598,1.0,69.05
TRM663382,2.0,64.94
TRM663474,1.0,49.82
TRM663513,1.0,57.73
TRM663557,1.0,49.82
TRM663639,2.0,69.05
TRM663740,5.0,70.0
TRM665132,1.0,61.49
TRM665252EUR,2.0,69.01
TRM68066180AA,1.0,56.23
TRMCH3508,2.0,49.23
TRMCH3509,3.0,59.76
TRMCH3513,1.0,69.87
TRMCH8110,1.0,59.28
TRMGM8394,2.0,101.87
TRQ4L3Z13B374AA,1.0,34.95
TRQ71822,2.0,62.15
TRSLIFTKITJK,1.0,74.55
TRT24295812,3.0,9.694939
TRT3459,53.0,4.215191
TRW1J0615106DEUR,1.0,79.71
TRW980058EUR,2.0,37.51
TRWBHW347EEUR,1.0,78.2
TRWES2120R,6.0,4.54
TRWES3398,1.0,3.3
TRWES3600EUR,1.0,13.51
TRWFDBJ0814,1.0,15.06
TRWK201548,6.0,4.86
TRWVOTC4396EUR,1.0,66.73
TRWVOTC4935EUR,1.0,66.73
TRWWBP21050A,1.0,29.08
TSL1L,2.0,1.17
TYC11307000,1.0,50.26
TYC13351,1.0,106.86
TYC18044,1.0,198.54
TYC23169182,3.0,9.22
TYC2324,1.0,139.89
TYC3026,2.0,62.49
TYC3050,1.0,84.06
TYC3268N,1.0,55.92
TYC3794,2.0,51.22
TYC3893,1.0,77.47
TYC6669N,1.0,104.75
TYC700010,3.0,37.37
TYC700070,1.0,28.7686
TYC700092,2.0,39.44
TYC700154,1.0,43.78
TYC700216,1.0,28.22
TYC923030,4.0,11.25
TYC97049,1.0,50.29
TYC97050,1.0,52.85
TYC97078,1.0,56.51
TYC97358,1.0,61.410929
TYCCA12091,4.0,8.19
TYCCH1185100,1.0,11.69
TYCCH2502107,1.0,18.39
TYCCH2521120,2.0,7.63
TYCCH2550128,1.0,1.62
TYCCH2551120,1.0,1.92
TYCCH2592121,1.0,17.16
TYCCH2592135,2.0,15.124
TYCCH2593123,1.0,38.7
TYCCH2593147,1.0,28.08
TYCCH2800203,1.0,77.02
TYCFO2800171,1.0,42.65
TYCGM1320283,1.0,44.5
TYCGM2550151,1.0,4.09
TYCGM2551151,1.0,2.09
TYCGM2593163,1.0,37.73
TYCGM2596101,1.0,22.3
TYCGM2800150,2.0,34.21
TYCGM2800214,1.0,113.82
TYCGM2801150,1.0,36.83
TYCGM2801214,1.0,76.85
TYCGM2830101,1.0,8.14
TYCSP1146,1.0,21.18
UAC168661,1.0,207.13
UAC3411471,1.0,10.21
UAC39321,4.0,16.54
UAC4579PFC,1.0,83.66
UAC4897613AB,2.0,11.08
UAC68679,1.0,209.17
UACEB00001C,1.0,4.77
UACEB00002C,1.0,2.76
UACEV939992PFC,1.0,62.65
UACEX10219C,1.0,12.38
UACEX9012C,1.0,13.32
UACRD10971C,1.0,12.74
UACRD11085KTC,1.0,9.85
UAP980629FZNEUR,1.0,35.0
ULT5011972AA,2.0,23.54
ULTD1001,1.0,13.19
ULTD1012H,1.0,18.215979
ULTD1053,1.0,15.3
ULTD1080H,1.0,19.444604
ULTD1083,1.0,9.5
ULTD1120H,3.0,13.56
ULTD1159,1.0,15.91
ULTD1337,1.0,11.83
ULTD1337H,1.0,15.62
ULTD1629,1.0,21.35
ULTD203,1.0,20.0629
ULTD473,3.0,11.79
ULTD506,1.0,12.82
ULTD508H,2.0,12.567364
ULTD599,1.0,12.01
ULTD601,2.0,12.42
ULTD655H,2.0,16.96
ULTD667,1.0,10.64
ULTD667H,1.0,12.08
ULTD711H,1.0,14.25
ULTD727H,1.0,15.04
ULTD746,1.0,15.32
ULTD746H,1.0,22.48
ULTD790,1.0,13.33
ULTD820,1.0,14.87
ULTD820H,1.0,17.74
ULTD898H,1.0,10.48
ULTD923H,1.0,15.12
ULTD934H,2.0,21.56
ULTD998,1.0,12.47
UPECA10578,1.0,5.84
UPR05HX08SZ0AB,4.0,12.83
UPR13098,2.0,48.91
UPR152007,2.0,14.68
UPR171119L,1.0,46.04
UPR171119R,1.0,46.04
UPR1711334,1.0,2.93
UPR18053,1.0,59.87
UPR18B4805,1.0,42.579987
UPR19300488,2.0,60.58
UPR1R1061,2.0,1.01
UPR20915,2.0,12.41
UPR21-5223,2.0,48.57
UPR21-5439,1.0,84.32
UPR22626,2.0,8.49
UPR22718,1.0,5.17
UPR22900,1.0,5.55
UPR23068,1.0,5.42
UPR24864,1.0,3.56
UPR25024001,1.0,19.62
UPR25024269,1.0,15.41
UPR25024675,1.0,15.41
UPR26150PT,2.0,6.92
UPR26151PT,2.0,6.33
UPR26157PT,2.0,9.64
UPR26190PT,1.0,29.68
UPR26191PT,1.0,16.73
UPR26208PT,1.0,14.28
UPR26209PT,2.0,14.28
UPR26212PT,1.0,11.05
UPR26229PT,2.0,6.99
UPR26284PT,4.0,8.29
UPR26286PT,1.0,9.92
UPR26309PT,1.0,13.26
UPR26326PT,1.0,8.73
UPR26327PT,1.0,8.73
UPR26360PT,3.0,11.53
UPR26366PT,3.0,12.07
UPR26376PT,2.0,10.38
UPR26377PT,1.0,15.43
UPR26390PT,1.0,17.47
UPR26405PT,1.0,17.47
UPR26406PT,1.0,17.47
UPR264241,1.0,33.21
UPR264356,1.0,26.56
UPR26483PT,1.0,10.22
UPR264855,1.0,37.95
UPR26541PT,2.0,9.32
UPR26542PT,2.0,9.74
UPR26551PT,1.0,10.72
UPR26559PT,1.0,12.15
UPR26568PT,1.0,22.14
UPR26569PT,1.0,20.3
UPR265811,2.0,12.12
UPR265813,1.0,14.5
UPR265827,1.0,27.56
UPR265855,1.0,23.07
UPR265870,1.0,20.71
UPR2738,1.0,32.62
UPR2817,1.0,2.27
UPR2H1093,1.0,4.37
UPR310500,1.0,17.57
UPR3152,10.0,6.92
UPR3304,3.0,6.72
UPR33271,1.0,0.28
UPR34198,2.0,6.98
UPR35635,2.0,0.88
UPR36110,3.0,4.75
UPR36156,2.0,5.24
UPR36157,3.0,6.86
UPR36193,6.0,2.3
UPR36201,1.0,3.17
UPR36275,2.0,3.7
UPR36301,2.0,5.49
UPR36310,1.0,6.51
UPR36313,1.0,10.22
UPR36329,1.0,3.6
UPR36486,1.0,3.08
UPR38001,15.0,2.77
UPR38006,19.0,4.76
UPR38008,1.0,5.35
UPR38009,1.0,2.48
UPR38016,1.0,3.04
UPR38018,1.0,2.76
UPR38019,2.0,2.87
UPR38022,2.0,9.0
UPR38023,1.0,4.17
UPR38028,2.0,3.24
UPR38034,1.0,4.93
UPR38038,1.0,8.72
UPR38040,1.0,7.94
UPR38082,2.0,2.7324
UPR38105,4.0,12.82
UPR38107,3.0,13.56
UPR38113,1.0,11.76
UPR38116,1.0,26.56
UPR38118,2.0,5.06
UPR38123,2.0,17.07
UPR38137,3.0,13.08
UPR38153,1.0,13.25
UPR38158,2.0,13.0
UPR38159,4.0,8.45
UPR38161,1.0,13.87
UPR38163SET,1.0,32.29
UPR38167SET,1.0,37.34
UPR38176,1.0,13.87935
UPR38176SET,1.0,36.9
UPR38177,1.0,11.76
UPR38178,1.0,26.63
UPR38179,1.0,20.71
UPR38181,1.0,19.08
UPR38185SET,1.0,35.06
UPR38191,1.0,23.12
UPR38276,1.0,7.56
UPR38279,1.0,15.41
UPR38365,1.0,13.15
UPR38382,2.0,25.55
UPR38397,2.0,13.11
UPR38447,6.0,4.62
UPR38485,1.0,12.38
UPR38502,3.0,7.74
UPR39072,4.0,12.27
UPR39120SET,1.0,29.52
UPR39221,1.0,12.44
UPR39269,1.0,34.41
UPR39273,1.0,12.38
UPR39298,1.0,33.46
UPR39341,3.0,12.24
UPR3D1063A,4.0,6.07
UPR41000,3.0,4.02
UPR419122,1.0,10.08
UPR419207,2.0,13.662
UPR419211,1.0,31.01
UPR419615,3.0,3.11
UPR425154,1.0,32.37
UPR425183,1.0,38.6
UPR425201,1.0,38.29
UPR425259,2.0,36.99
UPR425266,1.0,80.18
UPR42547,1.0,8.64
UPR42666,2.0,6.0
UPR42694,1.0,9.24
UPR42720,1.0,3.69
UPR42865,2.0,2.94
UPR42891,1.0,3.2
UPR42893,1.0,17.06
UPR42894,1.0,2.66
UPR42911,8.0,3.2
UPR42912,4.0,11.41
UPR42914,2.0,12.41
UPR4457,1.0,7.61
UPR4578,2.0,4.04
UPR4656465AD,1.0,7.76
UPR47183,1.0,3.74
UPR47210,1.0,1.51
UPR47261,3.0,1.85
UPR4762195,1.0,61.33
UPR4766911AE,1.0,22.0
UPR4766950AC,5.0,9.94
UPR4782937AA,6.0,7.62015
UPR48792,1.0,9.1
UPR4F1196,2.0,31.01
UPR4J1007A,2.0,60.06
UPR5073640/1SET,2.0,123.09
UPR5080350AA,3.0,4.18
UPR5085823AB,1.0,10.1
UPR5103208AA,2.0,8.3
UPR5105271AA,2.0,11.56
UPR512567,1.0,79.35
UPR512594,1.0,74.43
UPR512595,1.0,74.43
UPR513104,1.0,24.32
UPR5140028AA,2.0,13.81
UPR515173,2.0,79.62
UPR5166385AA,1.0,30.24
UPR522831,4.0,20.0
UPR525112,1.0,26.3
UPR525122,1.0,45.63
UPR525123,2.0,29.4
UPR530SD,1.0,5.59
