SKU \ QTY,QTY,Cost,Date,Supplier,Invoice
MAR52124461AB,0.0,42.478257,2020-11-16,Autometro,AM-NOV20
MAR55394323AA,0.0,2.638257,2020-11-16,Autometro,AM-NOV20
MAR68045469AA,0.0,11.818257,2020-11-16,Autometro,AM-NOV20
MARALS1134,0.0,6.878257,2020-11-16,Autometro,AM-NOV20
MARALS210,0.0,6.778257,2020-11-16,Autometro,AM-NOV20
MARK7450A,0.0,4.388257,2020-11-16,Autometro,AM-NOV20
NAT710480,0.0,8.818257,2020-11-16,Autometro,AM-NOV20
NTYPC644,0.0,4.568257,2020-11-16,Autometro,AM-NOV20
OEM4792867AB,0.0,5.188257,2020-11-16,Autometro,AM-NOV20
OEM4892121AA,0.0,3.118257,2020-11-16,Autometro,AM-NOV20
OEM5037739AB,0.0,10.908257,2020-11-16,Autometro,AM-NOV20
OEM5140320AA,0.0,8.508257,2020-11-16,Autometro,AM-NOV20
OEM5184977AE,0.0,9.658257,2020-11-16,Autometro,AM-NOV20
OEM52005476,0.0,18.048257,2020-11-16,Autometro,AM-NOV20
OEM52079881,0.0,7.978257,2020-11-16,Autometro,AM-NOV20
OEM68027485AA,0.0,33.198257,2020-11-16,Autometro,AM-NOV20
OEM68088259AB,0.0,4.898257,2020-11-16,Autometro,AM-NOV20
OEM68188865AA,0.0,32.158257,2020-11-16,Autometro,AM-NOV20
OEMAW7168,0.0,69.408257,2020-11-16,Autometro,AM-NOV20
OEMCH1039176,0.0,8.938257,2020-11-16,Autometro,AM-NOV20
OEMPH16,0.0,4.968257,2020-11-16,Autometro,AM-NOV20
OEMPH2,0.0,5.018257,2020-11-16,Autometro,AM-NOV20
PMSK8283,0.0,17.208257,2020-11-16,Autometro,AM-NOV20
PNZ0W40,0.0,9.198257,2020-11-16,Autometro,AM-NOV20
PRC377,1.0,16.268257,2020-11-16,Autometro,AM-NOV20
NAT8660S,0.0,2.078257,2020-11-16,Autometro,AM-NOV20
SAF903901,2.0,11.748257,2020-11-16,Autometro,AM-NOV20
STA10239,0.0,15.988257,2020-11-16,Autometro,AM-NOV20
STA10508,0.0,7.938257,2020-11-16,Autometro,AM-NOV20
TPO512302,1.0,20.618257,2020-11-16,Autometro,AM-NOV20
TPO513159,0.0,18.288257,2020-11-16,Autometro,AM-NOV20
TPO513234,0.0,23.738257,2020-11-16,Autometro,AM-NOV20
UPR36322,0.0,3.148257,2020-11-16,Autometro,AM-NOV20
UPR38006,0.0,3.478257,2020-11-16,Autometro,AM-NOV20
UPR38018,0.0,3.168257,2020-11-16,Autometro,AM-NOV20
UPRA5420,0.0,8.178257,2020-11-16,Autometro,AM-NOV20
AYDMS251112,0.0,21.668257,2020-11-16,Autometro,AM-NOV20
UPRES3473,0.0,4.998257,2020-11-16,Autometro,AM-NOV20
UPRES3585,0.0,4.208257,2020-11-16,Autometro,AM-NOV20
UPRES800412,1.0,5.778257,2020-11-16,Autometro,AM-NOV20
UPRES800413,1.0,5.728257,2020-11-16,Autometro,AM-NOV20
UPRK6365,0.0,8.598257,2020-11-16,Autometro,AM-NOV20
UPRK7453,0.0,3.648257,2020-11-16,Autometro,AM-NOV20
UPRK80012,0.0,4.858257,2020-11-16,Autometro,AM-NOV20
UPRK80014,0.0,5.358257,2020-11-16,Autometro,AM-NOV20
UPRTX43,2.0,1.938257,2020-11-16,Autometro,AM-NOV20
USM22151,0.0,39.578257,2020-11-16,Autometro,AM-NOV20
VAR2091EH1,0.0,2.798257,2020-11-16,Autometro,AM-NOV20
VAR26202PT,0.0,5.498257,2020-11-16,Autometro,AM-NOV20
VAR26208PT,0.0,5.498257,2020-11-16,Autometro,AM-NOV20
VAR26209PT,0.0,5.498257,2020-11-16,Autometro,AM-NOV20
VAR38185,1.0,15.808257,2020-11-16,Autometro,AM-NOV20
VAR4228564,0.0,1.108257,2020-11-16,Autometro,AM-NOV20
VAR4721312AF,0.0,4.478257,2020-11-16,Autometro,AM-NOV20
VAR4721420AC,0.0,3.238257,2020-11-16,Autometro,AM-NOV20
VAR4779807AB,2.0,4.678257,2020-11-16,Autometro,AM-NOV20
VAR5066780AA,0.0,3.908257,2020-11-16,Autometro,AM-NOV20
VAR5066833AB,0.0,6.078257,2020-11-16,Autometro,AM-NOV20
VAR5080482AB,0.0,3.478257,2020-11-16,Autometro,AM-NOV20
VAR5140799AA,0.0,5.248257,2020-11-16,Autometro,AM-NOV20
VAR52080262AA,0.0,16.648257,2020-11-16,Autometro,AM-NOV20
VAR52088425,0.0,1.778257,2020-11-16,Autometro,AM-NOV20
VAR52089501AA,0.0,20.948257,2020-11-16,Autometro,AM-NOV20
VAR52104468PAJ,0.0,202.408257,2020-11-16,Autometro,AM-NOV20
VAR5273382AB,0.0,19.428257,2020-11-16,Autometro,AM-NOV20
VAR72248,0.0,12.788257,2020-11-16,Autometro,AM-NOV20
VAR75W140,0.0,5.798257,2020-11-16,Autometro,AM-NOV20
VAR800722,0.0,4.398257,2020-11-16,Autometro,AM-NOV20
VAR924297,0.0,15.728257,2020-11-16,Autometro,AM-NOV20
VARALS1398,0.0,5.998257,2020-11-16,Autometro,AM-NOV20
VARALS1401,0.0,5.798257,2020-11-16,Autometro,AM-NOV20
VARALS1932,0.0,6.178257,2020-11-16,Autometro,AM-NOV20
ASHB701,0.0,8.178257,2020-11-16,Autometro,AM-NOV20
VARB807,1.0,10.848257,2020-11-16,Autometro,AM-NOV20
VARB886,0.0,8.828257,2020-11-16,Autometro,AM-NOV20
VARD1273,0.0,6.908257,2020-11-16,Autometro,AM-NOV20
VAREM973,0.0,3.908257,2020-11-16,Autometro,AM-NOV20
VARH4,2.0,1.108257,2020-11-16,Autometro,AM-NOV20
VARK150270,0.0,2.308257,2020-11-16,Autometro,AM-NOV20
VARK201404,0.0,2.858257,2020-11-16,Autometro,AM-NOV20
VARTS633,0.0,2.238257,2020-11-16,Autometro,AM-NOV20
VMO4720277AA,0.0,7.628257,2020-11-16,Autometro,AM-NOV20
VMO5066756AA,0.0,17.298257,2020-11-16,Autometro,AM-NOV20
VMO5069143AB,0.0,5.488257,2020-11-16,Autometro,AM-NOV20
VMO5072447AB,0.0,109.248257,2020-11-16,Autometro,AM-NOV20
VMO68024410AB,1.0,38.858257,2020-11-16,Autometro,AM-NOV20
WES3084,2.0,15.188257,2020-11-16,Autometro,AM-NOV20
ASHCA10228,0.0,4.148257,2020-11-16,Autometro,AM-NOV20
WIXFT1122,0.0,4.488257,2020-11-16,Autometro,AM-NOV20
WIXFT1146,0.0,7.128257,2020-11-16,Autometro,AM-NOV20
WIXFT1222,0.0,19.998257,2020-11-16,Autometro,AM-NOV20
WIXFT1223,2.0,11.438257,2020-11-16,Autometro,AM-NOV20
WLKPC684,0.0,5.888257,2020-11-16,Autometro,AM-NOV20
WLKPC748,0.0,5.888257,2020-11-16,Autometro,AM-NOV20
VAR513058KIT,0.0,8.058257,2020-11-16,Autometro,AM-NOV20
OEM82208300,0.0,27.818257,2020-11-16,Autometro,AM-NOV20
DOR14044,0.0,15.028257,2020-11-16,Autometro,AM-NOV20
VARLIFTKITWK,0.0,64.0,2020-11-17,Autometro,RET-NOV17-20
EGLA5525I,0.0,9.73,2020-11-17,Autometro,RET-NOV17-20
ENT68003217AE,0.0,28.66,2020-11-17,Autometro,RET-NOV17-20
ASH5072440AB,0.0,14.00269,2020-11-17,Autometro,RET-NOV17-20
DSP52123514AD,0.0,24.29,2020-11-17,Autometro,RET-NOV17-20
MARBH382321,0.0,23.64,2020-11-17,Autometro,RET-NOV17-20
MAR68028074AA,0.0,8.25,2020-11-17,Autometro,RET-NOV17-20
VAR5080460AA,0.0,1.73,2020-11-17,Autometro,RET-NOV17-20
VAR4861381AA,1.0,7.38,2020-11-17,Autometro,RET-NOV17-20
WIXFT1222,0.0,19.59,2020-11-17,Autometro,RET-NOV17-20
ANO3145,0.0,23.599627,2020-12-08,Autometro,AM-DEC20
ASH30-00-012,0.0,5.679627,2020-12-08,Autometro,AM-DEC20
ASH4726067AA,0.0,4.559627,2020-12-08,Autometro,AM-DEC20
ASH4743044AA,0.0,3.109627,2020-12-08,Autometro,AM-DEC20
ASH72367,0.0,27.629627,2020-12-08,Autometro,AM-DEC20
ASH72368,0.0,21.339627,2020-12-08,Autometro,AM-DEC20
ASHB986,1.0,11.379627,2020-12-08,Autometro,AM-DEC20
ASHD1119,0.0,10.199627,2020-12-08,Autometro,AM-DEC20
WIXFT1039,0.0,5.649627,2020-12-08,Autometro,AM-DEC20
ASHK7348,2.0,3.299627,2020-12-08,Autometro,AM-DEC20
ASHUF198,0.0,6.349627,2020-12-08,Autometro,AM-DEC20
AYD5105271AA,0.0,8.679627,2020-12-08,Autometro,AM-DEC20
AYDEV80645,0.0,3.629627,2020-12-08,Autometro,AM-DEC20
AYDK3197,0.0,3.759627,2020-12-08,Autometro,AM-DEC20
AYDK620665,0.0,6.719627,2020-12-08,Autometro,AM-DEC20
AYDK620666,0.0,6.719627,2020-12-08,Autometro,AM-DEC20
AYDK80258,0.0,3.379627,2020-12-08,Autometro,AM-DEC20
BGAAW1594,0.0,12.019627,2020-12-08,Autometro,AM-DEC20
BGAAW3412,0.0,15.469627,2020-12-08,Autometro,AM-DEC20
BGATBK465,0.0,35.889627,2020-12-08,Autometro,AM-DEC20
CARH7323,0.0,13.459627,2020-12-08,Autometro,AM-DEC20
CARH7353,0.0,17.239627,2020-12-08,Autometro,AM-DEC20
CRO52070339AB,0.0,6.619627,2020-12-08,Autometro,AM-DEC20
AEX710068,0.0,5.479627,2020-12-08,Autometro,AM-DEC20
DAYB295,0.0,11.049627,2020-12-08,Autometro,AM-DEC20
WES2928,0.0,10.109627,2020-12-08,Autometro,AM-DEC20
DEA2948,0.0,7.649627,2020-12-08,Autometro,AM-DEC20
WES2949,0.0,10.959627,2020-12-08,Autometro,AM-DEC20
DOR85193,0.0,10.999627,2020-12-08,Autometro,AM-DEC20
DORS771,0.0,5.729627,2020-12-08,Autometro,AM-DEC20
DSPOJ1688,1.0,14.339627,2020-12-08,Autometro,AM-DEC20
EGLA5525I,0.0,11.979627,2020-12-08,Autometro,AM-DEC20
ENE10W40-4L,0.0,10.309627,2020-12-08,Autometro,AM-DEC20
ENE5W30-1L,0.0,4.369627,2020-12-08,Autometro,AM-DEC20
ENE5W304L,0.0,15.449627,2020-12-08,Autometro,AM-DEC20
ENT3170,0.0,25.399627,2020-12-08,Autometro,AM-DEC20
ENT5086581AA,0.0,26.149627,2020-12-08,Autometro,AM-DEC20
ENT5143693AA,0.0,28.939627,2020-12-08,Autometro,AM-DEC20
ENT518927,0.0,17.779627,2020-12-08,Autometro,AM-DEC20
ENT52088251,0.0,15.619627,2020-12-08,Autometro,AM-DEC20
ENT52088682AB,0.0,12.849627,2020-12-08,Autometro,AM-DEC20
ENT93024,0.0,27.689627,2020-12-08,Autometro,AM-DEC20
ENT932302,0.0,13.839627,2020-12-08,Autometro,AM-DEC20
ASHB843,0.0,10.409627,2020-12-08,Autometro,AM-DEC20
ENTK620257,2.0,14.799627,2020-12-08,Autometro,AM-DEC20
ENTMS251007,0.0,13.209627,2020-12-08,Autometro,AM-DEC20
ENTRU358,1.0,22.049627,2020-12-08,Autometro,AM-DEC20
ENTSC2928,0.0,11.649627,2020-12-08,Autometro,AM-DEC20
GAT22625,0.0,10.389627,2020-12-08,Autometro,AM-DEC20
UPRAC176,0.0,6.409627,2020-12-08,Autometro,AM-DEC20
VARAC420,2.0,10.129627,2020-12-08,Autometro,AM-DEC20
GRTDR331,0.0,2.149627,2020-12-08,Autometro,AM-DEC20
GRTDR475,0.0,6.469627,2020-12-08,Autometro,AM-DEC20
GRTFD177,0.0,6.499627,2020-12-08,Autometro,AM-DEC20
MAR4796016,0.0,13.129627,2020-12-08,Autometro,AM-DEC20
MAR52101278AB,0.0,3.749627,2020-12-08,Autometro,AM-DEC20
MAR92090,0.0,31.339627,2020-12-08,Autometro,AM-DEC20
MARALS55,2.0,7.389627,2020-12-08,Autometro,AM-DEC20
MARBH382357,1.0,14.139627,2020-12-08,Autometro,AM-DEC20
MARBH621311,1.0,15.589627,2020-12-08,Autometro,AM-DEC20
ASH10-ECO067,0.0,2.529627,2020-12-08,Autometro,AM-DEC20
VAR68239573AA,0.0,102.529627,2020-12-08,Autometro,AM-DEC20
MOG43710,0.0,9.619627,2020-12-08,Autometro,AM-DEC20
MOGK200271,1.0,9.789627,2020-12-08,Autometro,AM-DEC20
NETD369,0.0,9.769627,2020-12-08,Autometro,AM-DEC20
OEM1AH27BD1AB,0.0,7.359627,2020-12-08,Autometro,AM-DEC20
OEM4578190AE,0.0,66.409627,2020-12-08,Autometro,AM-DEC20
OEM4668725AE,0.0,151.189627,2020-12-08,Autometro,AM-DEC20
OEM4864845AB,0.0,10.119627,2020-12-08,Autometro,AM-DEC20
OEM4885463AA,0.0,10.339627,2020-12-08,Autometro,AM-DEC20
OEM4891898AB,0.0,34.889627,2020-12-08,Autometro,AM-DEC20
OEM5140798AA,0.0,32.499627,2020-12-08,Autometro,AM-DEC20
OEM5143737AA,0.0,7.919627,2020-12-08,Autometro,AM-DEC20
OEM5149065AA,0.0,46.949627,2020-12-08,Autometro,AM-DEC20
OEM5156106AF,0.0,67.639627,2020-12-08,Autometro,AM-DEC20
OEM5175673AB,0.0,3.069627,2020-12-08,Autometro,AM-DEC20
OEM52079881,0.0,12.529627,2020-12-08,Autometro,AM-DEC20
OEM53013672AE,0.0,83.299627,2020-12-08,Autometro,AM-DEC20
OEM53032208AH,0.0,21.329627,2020-12-08,Autometro,AM-DEC20
OEM5310025AH,1.0,45.089627,2020-12-08,Autometro,AM-DEC20
OEM55111840AE,0.0,51.649627,2020-12-08,Autometro,AM-DEC20
OEM5W30,0.0,6.589627,2020-12-08,Autometro,AM-DEC20
OEM68029592AC,1.0,2.359627,2020-12-08,Autometro,AM-DEC20
OEM68052292AA,2.0,11.539627,2020-12-08,Autometro,AM-DEC20
OEM68188865AA,0.0,32.279627,2020-12-08,Autometro,AM-DEC20
OEM68218930AB,0.0,7.089627,2020-12-08,Autometro,AM-DEC20
OEM68218931AC,0.0,34.929627,2020-12-08,Autometro,AM-DEC20
OEM68229402AA,0.0,22.649627,2020-12-08,Autometro,AM-DEC20
OEMCH1039176,0.0,9.849627,2020-12-08,Autometro,AM-DEC20
OEMPH16,0.0,5.089627,2020-12-08,Autometro,AM-DEC20
PNZ0W40,0.0,6.839627,2020-12-08,Autometro,AM-DEC20
PRE714675,0.0,4.299627,2020-12-08,Autometro,AM-DEC20
PRE8660S,0.0,1.289627,2020-12-08,Autometro,AM-DEC20
PRE8835S,1.0,1.559627,2020-12-08,Autometro,AM-DEC20
SES71964,1.0,22.369627,2020-12-08,Autometro,AM-DEC20
STA14119,0.0,5.559627,2020-12-08,Autometro,AM-DEC20
TPO513123,0.0,15.779627,2020-12-08,Autometro,AM-DEC20
UPR38016,0.0,8.169627,2020-12-08,Autometro,AM-DEC20
UPR425270,0.0,35.969627,2020-12-08,Autometro,AM-DEC20
UPR4656465AD,0.0,6.919627,2020-12-08,Autometro,AM-DEC20
ENTA5420,0.0,15.819627,2020-12-08,Autometro,AM-DEC20
AYDMS251112,0.0,21.789627,2020-12-08,Autometro,AM-DEC20
UPRES3488,2.0,3.999627,2020-12-08,Autometro,AM-DEC20
USM22151,0.0,39.699627,2020-12-08,Autometro,AM-DEC20
USMAW5077,0.0,30.299627,2020-12-08,Autometro,AM-DEC20
VAR4720277AA,0.0,5.949627,2020-12-08,Autometro,AM-DEC20
VAR5006089AA,0.0,2.029627,2020-12-08,Autometro,AM-DEC20
VAR5073640AA,0.0,53.279627,2020-12-08,Autometro,AM-DEC20
VAR5073641AA,0.0,53.279627,2020-12-08,Autometro,AM-DEC20
VAR52080262AA,0.0,16.769627,2020-12-08,Autometro,AM-DEC20
VAR52101277AA,0.0,1.699627,2020-12-08,Autometro,AM-DEC20
VAR52107640S,0.0,19.009627,2020-12-08,Autometro,AM-DEC20
VAR53013935AB,0.0,0.979627,2020-12-08,Autometro,AM-DEC20
VAR75W140,0.0,5.839627,2020-12-08,Autometro,AM-DEC20
VAR9006XS,0.0,1.769627,2020-12-08,Autometro,AM-DEC20
VARALS1401,0.0,5.919627,2020-12-08,Autometro,AM-DEC20
VARB8305,0.0,4.529627,2020-12-08,Autometro,AM-DEC20
VARBA9S,1.0,0.609627,2020-12-08,Autometro,AM-DEC20
VARCH1513102,0.0,8.719627,2020-12-08,Autometro,AM-DEC20
VARD1273,0.0,7.029627,2020-12-08,Autometro,AM-DEC20
VARD856,0.0,5.069627,2020-12-08,Autometro,AM-DEC20
VAREM973,0.0,4.029627,2020-12-08,Autometro,AM-DEC20
VARH7306,0.0,7.279627,2020-12-08,Autometro,AM-DEC20
VARJTC11016,0.0,6.009627,2020-12-08,Autometro,AM-DEC20
VARK201404,0.0,2.979627,2020-12-08,Autometro,AM-DEC20
VARK3166,0.0,1.749627,2020-12-08,Autometro,AM-DEC20
VARK6654,1.0,34.179627,2020-12-08,Autometro,AM-DEC20
SAFK7258,0.0,11.139627,2020-12-08,Autometro,AM-DEC20
VARLIFTKIT1-5P,0.0,21.989627,2020-12-08,Autometro,AM-DEC20
VARLIFTKIT13-6,0.0,28.029627,2020-12-08,Autometro,AM-DEC20
VARLIFTKIT13-6P,0.0,32.619627,2020-12-08,Autometro,AM-DEC20
VARLIFTKIT7-7,0.0,23.919627,2020-12-08,Autometro,AM-DEC20
VARLIFTKITXJ,0.0,12.219627,2020-12-08,Autometro,AM-DEC20
VARLIFTKITXJ-7,0.0,12.369627,2020-12-08,Autometro,AM-DEC20
VARLIFTKITXJP,0.0,12.449627,2020-12-08,Autometro,AM-DEC20
VARNY61R,0.0,15.939627,2020-12-08,Autometro,AM-DEC20
GRTPS287,0.0,3.719627,2020-12-08,Autometro,AM-DEC20
VARSB364,0.0,3.269627,2020-12-08,Autometro,AM-DEC20
VARSUZJ1,0.0,13.359627,2020-12-08,Autometro,AM-DEC20
VARTBT149,1.0,14.899627,2020-12-08,Autometro,AM-DEC20
VMO5066756AA,0.0,17.419627,2020-12-08,Autometro,AM-DEC20
VMO68020529AA,0.0,51.449627,2020-12-08,Autometro,AM-DEC20
VMO68092301AA,0.0,34.919627,2020-12-08,Autometro,AM-DEC20
WIXFT1102,0.0,8.219627,2020-12-08,Autometro,AM-DEC20
WIXFT1146,0.0,7.249627,2020-12-08,Autometro,AM-DEC20
WIXFT1206,0.0,7.889627,2020-12-08,Autometro,AM-DEC20
WIXFT1223,0.0,18.569627,2020-12-08,Autometro,AM-DEC20
WIXFT1233,0.0,11.849627,2020-12-08,Autometro,AM-DEC20
WIXFT1240,0.0,14.919627,2020-12-08,Autometro,AM-DEC20
WLKPC105,1.0,5.709627,2020-12-08,Autometro,AM-DEC20
WLKTH189,0.0,7.339627,2020-12-08,Autometro,AM-DEC20
EGL3035I,1.0,6.55,2020-12-21,Autometro,RET-DEC21-20
OEMAS217,1.0,17.98,2020-12-21,Autometro,RET-DEC21-20
MAR68028074AA,0.0,8.25,2020-12-21,Autometro,RET-DEC21-20
AYDK3134/85KIT,0.0,5.39,2020-12-21,Autometro,RET-DEC21-20
VAR800722,0.0,3.99,2020-12-21,Autometro,RET-DEC21-20
ASH32290,0.0,10.59,2020-12-21,Autometro,RET-DEC21-20
DOR265839,0.0,19.53,2020-12-21,Autometro,RET-DEC21-20
WIXFT1206,1.0,7.36,2020-12-21,Autometro,RET-DEC21-20
MOP5171090AD,0.0,65.28,2020-12-21,Autometro,RET-DEC21-20
OEM5W305L,0.0,23.57,2021-01-20,Autometro,20012021
MARK7450,0.0,6.79,2021-01-27,Autometro,27012021
PNZ0W40,0.0,7.56696,2021-03-02,Autometro,AM-FEB20
OEM68218930AB,0.0,7.07696,2021-03-02,Autometro,AM-FEB20
OEM5W20,0.0,3.35696,2021-03-02,Autometro,AM-FEB20
ENT5085822AB,1.0,9.31696,2021-03-02,Autometro,AM-FEB20
MARALS1134,0.0,6.98696,2021-03-02,Autometro,AM-FEB20
VARALS1401,0.0,5.90696,2021-03-02,Autometro,AM-FEB20
VARALS1932,0.0,6.28696,2021-03-02,Autometro,AM-FEB20
VARALS2113,0.0,5.90696,2021-03-02,Autometro,AM-FEB20
ENTALS2113,0.0,6.81696,2021-03-02,Autometro,AM-FEB20
OEMALS257,1.0,13.77696,2021-03-02,Autometro,AM-FEB20
MARSG314048,3.0,2.24696,2021-03-02,Autometro,AM-FEB20
DEA905911,0.0,7.63696,2021-03-02,Autometro,AM-FEB20
EGL905969,0.0,5.21696,2021-03-02,Autometro,AM-FEB20
ASH37203,0.0,10.03696,2021-03-02,Autometro,AM-FEB20
SES72367,0.0,19.51696,2021-03-02,Autometro,AM-FEB20
SES72368,0.0,19.51696,2021-03-02,Autometro,AM-FEB20
ASH72401,0.0,16.28696,2021-03-02,Autometro,AM-FEB20
SES72509,2.0,20.02696,2021-03-02,Autometro,AM-FEB20
SES911278,0.0,14.44696,2021-03-02,Autometro,AM-FEB20
VARG63847,0.0,12.25696,2021-03-02,Autometro,AM-FEB20
OEMATF+4,0.0,3.64696,2021-03-02,Autometro,AM-FEB20
OEMATF+45L,0.0,16.55696,2021-03-02,Autometro,AM-FEB20
GRTLS201,0.0,5.80696,2021-03-02,Autometro,AM-FEB20
OEM5078930AA,0.0,8.34696,2021-03-02,Autometro,AM-FEB20
GRTSC104,0.0,6.28696,2021-03-02,Autometro,AM-FEB20
VAR4228564,0.0,1.21696,2021-03-02,Autometro,AM-FEB20
VAR5006089AA,0.0,2.01696,2021-03-02,Autometro,AM-FEB20
ENTSB364,0.0,6.08696,2021-03-02,Autometro,AM-FEB20
DEA905972,0.0,5.26696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT13-6,0.0,42.03696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT13-6P,0.0,50.25696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT2-5,0.0,18.35696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT2-5P,0.0,22.49696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT6-4P,0.0,26.18696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT7-5,0.0,24.30696,2021-03-02,Autometro,AM-FEB20
VARLIFTKIT7-7,0.0,24.30696,2021-03-02,Autometro,AM-FEB20
VARLIFTKITXJ,0.0,12.40696,2021-03-02,Autometro,AM-FEB20
VAR5073640AA,0.0,29.83696,2021-03-02,Autometro,AM-FEB20
VAR5073641AA,0.0,29.83696,2021-03-02,Autometro,AM-FEB20
OEM4779200AA,0.0,13.45696,2021-03-02,Autometro,AM-FEB20
OEM4779201AA,0.0,13.86696,2021-03-02,Autometro,AM-FEB20
OEM52005476,0.0,18.47696,2021-03-02,Autometro,AM-FEB20
VAR5119,0.0,11.87696,2021-03-02,Autometro,AM-FEB20
ENT53001,0.0,13.32696,2021-03-02,Autometro,AM-FEB20
NET53006,0.0,21.26696,2021-03-02,Autometro,AM-FEB20
NET53023,0.0,17.51696,2021-03-02,Autometro,AM-FEB20
NET53024,0.0,17.87696,2021-03-02,Autometro,AM-FEB20
VARH7299,0.0,4.62696,2021-03-02,Autometro,AM-FEB20
CARH7353,0.0,18.47696,2021-03-02,Autometro,AM-FEB20
DORBH382377,0.0,19.76696,2021-03-02,Autometro,AM-FEB20
DORBH382380,0.0,23.25696,2021-03-02,Autometro,AM-FEB20
DORBH382383,0.0,23.64696,2021-03-02,Autometro,AM-FEB20
A1C141239,0.0,27.31696,2021-03-02,Autometro,AM-FEB20
OEM68020255AB,0.0,11.45696,2021-03-02,Autometro,AM-FEB20
CEN7718,1.0,7.19696,2021-03-02,Autometro,AM-FEB20
ENT5093180AA,0.0,23.17696,2021-03-02,Autometro,AM-FEB20
ENT5093181AA,0.0,23.17696,2021-03-02,Autometro,AM-FEB20
ENT5143692AA,0.0,27.34696,2021-03-02,Autometro,AM-FEB20
ENT5003891AB,1.0,15.90696,2021-03-02,Autometro,AM-FEB20
ENT5011972AA,0.0,24.05696,2021-03-02,Autometro,AM-FEB20
ASHD1057,0.0,8.91696,2021-03-02,Autometro,AM-FEB20
ASHD1058,0.0,10.93696,2021-03-02,Autometro,AM-FEB20
ASHD1120,0.0,9.95696,2021-03-02,Autometro,AM-FEB20
VARD1274,0.0,6.02696,2021-03-02,Autometro,AM-FEB20
VARD1326,0.0,6.60696,2021-03-02,Autometro,AM-FEB20
ASHD790,0.0,6.48696,2021-03-02,Autometro,AM-FEB20
VARD791,0.0,7.84696,2021-03-02,Autometro,AM-FEB20
VARD856,0.0,5.05696,2021-03-02,Autometro,AM-FEB20
ULTD967H,0.0,15.61696,2021-03-02,Autometro,AM-FEB20
ASHD981,0.0,9.04696,2021-03-02,Autometro,AM-FEB20
CARH5781Q,0.0,5.92696,2021-03-02,Autometro,AM-FEB20
GRTAC543,0.0,6.67696,2021-03-02,Autometro,AM-FEB20
OEM4891898AB,0.0,34.03696,2021-03-02,Autometro,AM-FEB20
OEM53013672-BAE,0.0,2.55696,2021-03-02,Autometro,AM-FEB20
OEM53013672AE,0.0,79.51696,2021-03-02,Autometro,AM-FEB20
MYLK060966,2.0,10.05696,2021-03-02,Autometro,AM-FEB20
CAF5003567AA,0.0,4.48696,2021-03-02,Autometro,AM-FEB20
CAF5080422AA,0.0,6.05696,2021-03-02,Autometro,AM-FEB20
CAF36156,0.0,4.54696,2021-03-02,Autometro,AM-FEB20
ENT38006,0.0,6.92696,2021-03-02,Autometro,AM-FEB20
ASH38016,1.0,4.74696,2021-03-02,Autometro,AM-FEB20
UPR38127,0.0,13.74696,2021-03-02,Autometro,AM-FEB20
ASH5072440AB,0.0,17.12696,2021-03-02,Autometro,AM-FEB20
VAR5140799AA,0.0,5.35696,2021-03-02,Autometro,AM-FEB20
ASH30-00-001,0.0,6.81696,2021-03-02,Autometro,AM-FEB20
ASH30-00-012,0.0,5.26696,2021-03-02,Autometro,AM-FEB20
ASH30-09-988,0.0,4.11696,2021-03-02,Autometro,AM-FEB20
ASHG8414,0.0,11.23696,2021-03-02,Autometro,AM-FEB20
OEM4726067AA,0.0,29.54696,2021-03-02,Autometro,AM-FEB20
VAR5080460AA,0.0,2.24696,2021-03-02,Autometro,AM-FEB20
ENT5105309AB,0.0,4.54696,2021-03-02,Autometro,AM-FEB20
VAR52089516AB,0.0,2.40696,2021-03-02,Autometro,AM-FEB20
AYD52114354AA-B,0.0,7.31696,2021-03-02,Autometro,AM-FEB20
DOR38422,0.0,5.06696,2021-03-02,Autometro,AM-FEB20
DOR38439,0.0,6.63696,2021-03-02,Autometro,AM-FEB20
OEM52079881,0.0,7.60696,2021-03-02,Autometro,AM-FEB20
VARTS633,0.0,2.34696,2021-03-02,Autometro,AM-FEB20
VAR82213051AB,0.0,30.51696,2021-03-02,Autometro,AM-FEB20
OEM68247126AA,0.0,14.41696,2021-03-02,Autometro,AM-FEB20
WES2928,0.0,10.89696,2021-03-02,Autometro,AM-FEB20
WES2949,0.0,11.06696,2021-03-02,Autometro,AM-FEB20
DEA3051I,4.0,3.17696,2021-03-02,Autometro,AM-FEB20
ENT3168,0.0,16.73696,2021-03-02,Autometro,AM-FEB20
VAR52080262AA,0.0,16.75696,2021-03-02,Autometro,AM-FEB20
EGL5486,2.0,28.53696,2021-03-02,Autometro,AM-FEB20
EGLA5420,0.0,8.46696,2021-03-02,Autometro,AM-FEB20
OEM4578190AE,0.0,80.50696,2021-03-02,Autometro,AM-FEB20
OEM52129374AC,0.0,42.00696,2021-03-02,Autometro,AM-FEB20
OEMA5420,0.0,22.03696,2021-03-02,Autometro,AM-FEB20
DOREGV823,0.0,47.90696,2021-03-02,Autometro,AM-FEB20
VMO4720662,0.0,46.58696,2021-03-02,Autometro,AM-FEB20
